"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1996","223","1311370","17.01"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1997","7","191242","3.66"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1997","42","219628","19.12"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1997","29","194804","14.89"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1997","29","165577","17.51"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1997","39","149310","26.12"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1997","30","153141","19.59"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1997","24","143991","16.67"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1997","22","118992","18.49"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1997","222","1336685","16.61"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1998","7","190805","3.67"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1998","31","221542","13.99"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1998","39","206729","18.87"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1998","41","168832","24.28"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1998","33","148835","22.17"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1998","29","152770","18.98"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1998","36","146656","24.55"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1998","32","123290","25.96"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1998","248","1359459","18.24"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1981","0","42592","0"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1981","9","47845","18.81"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1981","9","51644","17.43"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1981","13","44445","29.25"
"Both Sexes","All Races","Vermont","Both","30-34 yrs","1981","1998","Suicide","1981","7","44799","15.63"
"Both Sexes","All Races","Vermont","Both","35-39 yrs","1981","1998","Suicide","1981","7","33836","20.69"
"Both Sexes","All Races","Vermont","Both","40-44 yrs","1981","1998","Suicide","1981","6","26159","22.94"
"Both Sexes","All Races","Vermont","Both","45-49 yrs","1981","1998","Suicide","1981","8","23279","34.37"
"Both Sexes","All Races","Vermont","Both","Ages 10 to 49","1981","1998","Suicide","1981","59","314599","18.75"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1982","0","42007","0"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1982","9","45740","19.68"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1982","11","52863","20.81"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1982","9","44154","20.38"
"Both Sexes","All Races","Vermont","Both","30-34 yrs","1981","1998","Suicide","1982","9","44287","20.32"
"Both Sexes","All Races","Vermont","Both","35-39 yrs","1981","1998","Suicide","1982","8","37222","21.49"
"Both Sexes","All Races","Vermont","Both","40-44 yrs","1981","1998","Suicide","1982","7","27468","25.48"
"Both Sexes","All Races","Vermont","Both","45-49 yrs","1981","1998","Suicide","1982","1","23246","4.3"
"Both Sexes","All Races","Vermont","Both","Ages 10 to 49","1981","1998","Suicide","1982","54","316987","17.04"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1983","1","41024","2.44"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1983","4","44642","8.96"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1983","10","52457","19.06"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1983","12","44696","26.85"
"Both Sexes","All Races","Vermont","Both","30-34 yrs","1981","1998","Suicide","1983","9","44489","20.23"
"Both Sexes","All Races","Vermont","Both","35-39 yrs","1981","1998","Suicide","1983","9","39109","23.01"
"Both Sexes","All Races","Vermont","Both","40-44 yrs","1981","1998","Suicide","1983","5","29648","16.86"
"Both Sexes","All Races","Vermont","Both","45-49 yrs","1981","1998","Suicide","1983","1","23780","4.21"
"Both Sexes","All Races","Vermont","Both","Ages 10 to 49","1981","1998","Suicide","1983","51","319845","15.95"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1984","0","39522","0"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1984","2","43877","4.56"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1984","12","51024","23.52"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1984","12","45780","26.21"
"Both Sexes","All Races","Vermont","Both","30-34 yrs","1981","1998","Suicide","1984","7","44652","15.68"
"Both Sexes","All Races","Vermont","Both","35-39 yrs","1981","1998","Suicide","1984","5","41257","12.12"
"Both Sexes","All Races","Vermont","Both","40-44 yrs","1981","1998","Suicide","1984","9","31207","28.84"
"Both Sexes","All Races","Vermont","Both","45-49 yrs","1981","1998","Suicide","1984","6","24249","24.74"
"Both Sexes","All Races","Vermont","Both","Ages 10 to 49","1981","1998","Suicide","1984","53","321568","16.48"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1985","1","37987","2.63"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1985","6","43543","13.78"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1985","5","49263","10.15"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1985","5","46919","10.66"
"Both Sexes","All Races","Vermont","Both","30-34 yrs","1981","1998","Suicide","1985","7","45007","15.55"
"Both Sexes","All Races","Vermont","Both","35-39 yrs","1981","1998","Suicide","1985","3","43173","6.95"
"Both Sexes","All Races","Vermont","Both","40-44 yrs","1981","1998","Suicide","1985","10","32716","30.57"
"Both Sexes","All Races","Vermont","Both","45-49 yrs","1981","1998","Suicide","1985","3","24696","12.15"
"Both Sexes","All Races","Vermont","Both","Ages 10 to 49","1981","1998","Suicide","1985","40","323304","12.37"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1986","0","36294","0"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1986","6","43791","13.7"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1986","13","46569","27.92"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1986","8","48595","16.46"
"Both Sexes","All Races","Vermont","Both","30-34 yrs","1981","1998","Suicide","1986","3","45155","6.64"
"Both Sexes","All Races","Vermont","Both","35-39 yrs","1981","1998","Suicide","1986","5","45772","10.92"
"Both Sexes","All Races","Vermont","Both","40-44 yrs","1981","1998","Suicide","1986","5","33801","14.79"
"Both Sexes","All Races","Vermont","Both","45-49 yrs","1981","1998","Suicide","1986","9","25566","35.2"
"Both Sexes","All Races","Vermont","Both","Ages 10 to 49","1981","1998","Suicide","1986","49","325543","15.05"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1987","0","35999","0"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1987","9","43737","20.58"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1987","9","44611","20.17"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1987","6","49178","12.2"
"Both Sexes","All Races","Vermont","Both","30-34 yrs","1981","1998","Suicide","1987","17","45632","37.25"
"Both Sexes","All Races","Vermont","Both","35-39 yrs","1981","1998","Suicide","1987","8","46037","17.38"
"Both Sexes","All Races","Vermont","Both","40-44 yrs","1981","1998","Suicide","1987","9","37307","24.12"
"Both Sexes","All Races","Vermont","Both","45-49 yrs","1981","1998","Suicide","1987","6","26960","22.26"
"Both Sexes","All Races","Vermont","Both","Ages 10 to 49","1981","1998","Suicide","1987","64","329461","19.43"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1988","1","36251","2.76"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1988","7","43649","16.04"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1988","5","44002","11.36"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1988","9","48564","18.53"
"Both Sexes","All Races","Vermont","Both","30-34 yrs","1981","1998","Suicide","1988","9","47094","19.11"
"Both Sexes","All Races","Vermont","Both","35-39 yrs","1981","1998","Suicide","1988","4","47180","8.48"
"Both Sexes","All Races","Vermont","Both","40-44 yrs","1981","1998","Suicide","1988","10","39495","25.32"
"Both Sexes","All Races","Vermont","Both","45-49 yrs","1981","1998","Suicide","1988","7","29318","23.88"
"Both Sexes","All Races","Vermont","Both","Ages 10 to 49","1981","1998","Suicide","1988","52","335553","15.5"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1989","2","37086","5.39"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1989","2","42758","4.68"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1989","11","43600","25.23"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1989","10","46828","21.35"
"Both Sexes","All Races","Vermont","Both","30-34 yrs","1981","1998","Suicide","1989","12","49056","24.46"
"Both Sexes","All Races","Vermont","Both","35-39 yrs","1981","1998","Suicide","1989","12","48256","24.87"
"Both Sexes","All Races","Vermont","Both","40-44 yrs","1981","1998","Suicide","1989","4","41945","9.54"
"Both Sexes","All Races","Vermont","Both","45-49 yrs","1981","1998","Suicide","1989","10","31136","32.12"
"Both Sexes","All Races","Vermont","Both","Ages 10 to 49","1981","1998","Suicide","1989","63","340665","18.49"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1990","2","38036","5.26"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1990","5","41399","12.08"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1990","9","44162","20.38"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1990","7","44835","15.61"
"Both Sexes","All Races","Vermont","Both","30-34 yrs","1981","1998","Suicide","1990","8","50248","15.92"
"Both Sexes","All Races","Vermont","Both","35-39 yrs","1981","1998","Suicide","1990","8","49298","16.23"
"Both Sexes","All Races","Vermont","Both","40-44 yrs","1981","1998","Suicide","1990","11","44225","24.87"
"Both Sexes","All Races","Vermont","Both","45-49 yrs","1981","1998","Suicide","1990","6","32693","18.35"
"Both Sexes","All Races","Vermont","Both","Ages 10 to 49","1981","1998","Suicide","1990","56","344896","16.24"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1991","1","39571","2.53"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1991","6","38574","15.55"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1991","9","45964","19.58"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1991","5","42253","11.83"
"Both Sexes","All Races","Vermont","Both","30-34 yrs","1981","1998","Suicide","1991","15","49188","30.5"
"Both Sexes","All Races","Vermont","Both","35-39 yrs","1981","1998","Suicide","1991","9","50238","17.91"
"Both Sexes","All Races","Vermont","Both","40-44 yrs","1981","1998","Suicide","1991","11","46592","23.61"
"Both Sexes","All Races","Vermont","Both","45-49 yrs","1981","1998","Suicide","1991","3","33797","8.88"
"Both Sexes","All Races","Vermont","Both","Ages 10 to 49","1981","1998","Suicide","1991","59","346177","17.04"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1992","1","40967","2.44"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1992","5","37369","13.38"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1992","8","46459","17.22"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1992","6","40091","14.97"
"Both Sexes","All Races","Vermont","Both","30-34 yrs","1981","1998","Suicide","1992","9","47910","18.79"
"Both Sexes","All Races","Vermont","Both","35-39 yrs","1981","1998","Suicide","1992","9","50976","17.66"
"Both Sexes","All Races","Vermont","Both","40-44 yrs","1981","1998","Suicide","1992","7","46764","14.97"
"Both Sexes","All Races","Vermont","Both","45-49 yrs","1981","1998","Suicide","1992","6","37310","16.08"
"Both Sexes","All Races","Vermont","Both","Ages 10 to 49","1981","1998","Suicide","1992","51","347846","14.66"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1993","3","42477","7.06"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1993","6","37875","15.84"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1993","6","44945","13.35"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1993","11","39055","28.17"
"Both Sexes","All Races","Vermont","Both","30-34 yrs","1981","1998","Suicide","1993","14","46413","30.16"
"Both Sexes","All Races","Vermont","Both","35-39 yrs","1981","1998","Suicide","1993","8","51712","15.47"
"Both Sexes","All Races","Vermont","Both","40-44 yrs","1981","1998","Suicide","1993","9","47728","18.86"
"Both Sexes","All Races","Vermont","Both","45-49 yrs","1981","1998","Suicide","1993","5","39093","12.79"
"Both Sexes","All Races","Vermont","Both","Ages 10 to 49","1981","1998","Suicide","1993","62","349298","17.75"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1994","0","43613","0"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1994","7","39119","17.89"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1994","8","42498","18.82"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1994","4","39036","10.25"
"Both Sexes","All Races","Vermont","Both","30-34 yrs","1981","1998","Suicide","1994","3","45195","6.64"
"Both Sexes","All Races","Vermont","Both","35-39 yrs","1981","1998","Suicide","1994","3","51940","5.78"
"Both Sexes","All Races","Vermont","Both","40-44 yrs","1981","1998","Suicide","1994","4","48972","8.17"
"Both Sexes","All Races","Vermont","Both","45-49 yrs","1981","1998","Suicide","1994","6","41383","14.5"
"Both Sexes","All Races","Vermont","Both","Ages 10 to 49","1981","1998","Suicide","1994","35","351756","9.95"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1995","1","44304","2.26"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1995","5","40494","12.35"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1995","9","40041","22.48"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1995","3","39620","7.57"
"Both Sexes","All Races","Vermont","Both","30-34 yrs","1981","1998","Suicide","1995","8","43778","18.27"
"Both Sexes","All Races","Vermont","Both","35-39 yrs","1981","1998","Suicide","1995","6","52083","11.52"
"Both Sexes","All Races","Vermont","Both","40-44 yrs","1981","1998","Suicide","1995","7","50145","13.96"
"Both Sexes","All Races","Vermont","Both","45-49 yrs","1981","1998","Suicide","1995","3","43868","6.84"
"Both Sexes","All Races","Vermont","Both","Ages 10 to 49","1981","1998","Suicide","1995","42","354333","11.85"
"Both Sexes","All Races","Vermont","Both","10-14 yrs","1981","1998","Suicide","1996","0","44797","0"
"Both Sexes","All Races","Vermont","Both","15-19 yrs","1981","1998","Suicide","1996","3","41934","7.15"
"Both Sexes","All Races","Vermont","Both","20-24 yrs","1981","1998","Suicide","1996","5","37365","13.38"
"Both Sexes","All Races","Vermont","Both","25-29 yrs","1981","1998","Suicide","1996","8","40773","19.62"
